record_id,title,process_category,record_type,date,owner,experiment_notes,failure_mode,parameters,validation_outcome,severity,tags,source_file
PKAI-0193,Battery Process Optimization experiment note 193,Battery Process Optimization,experiment_note,2024-07-18,J. Rivera,Observed coating uniformity drift during run review. Equipment EQ-013 and material batch MB-2024-1042 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0193.md
PKAI-0194,Materials Characterization qa record 194,Materials Characterization,qa_record,2024-07-19,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1043.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,medium,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0194.md
PKAI-0195,Manufacturing QA maintenance log 195,Manufacturing QA,maintenance_log,2024-07-20,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-015.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0195.md
PKAI-0196,Equipment Maintenance failure report 196,Equipment Maintenance,failure_report,2024-07-21,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,low,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0196.md
PKAI-0197,Failure Analysis validation summary 197,Failure Analysis,validation_summary,2024-07-22,N. Brooks,Observed material batch inconsistency during run review. Equipment EQ-017 and material batch MB-2024-1046 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0197.md
PKAI-0198,Validation Testing parameter change 198,Validation Testing,parameter_change,2024-07-23,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1047.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,low,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0198.md
PKAI-0199,Battery Process Optimization experiment note 199,Battery Process Optimization,experiment_note,2024-07-24,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-001.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0199.md
PKAI-0200,Materials Characterization qa record 200,Materials Characterization,qa_record,2024-07-25,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,high,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0200.md
PKAI-0201,Manufacturing QA maintenance log 201,Manufacturing QA,maintenance_log,2024-07-26,J. Rivera,Observed coating uniformity drift during run review. Equipment EQ-003 and material batch MB-2024-1050 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,high,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0201.md
PKAI-0202,Equipment Maintenance failure report 202,Equipment Maintenance,failure_report,2024-07-27,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1051.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0202.md
PKAI-0203,Failure Analysis validation summary 203,Failure Analysis,validation_summary,2024-07-28,N. Brooks,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-005.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,low,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0203.md
PKAI-0204,Validation Testing parameter change 204,Validation Testing,parameter_change,2024-07-29,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,high,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0204.md
PKAI-0205,Battery Process Optimization experiment note 205,Battery Process Optimization,experiment_note,2024-07-30,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-007 and material batch MB-2024-1054 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0205.md
PKAI-0206,Materials Characterization qa record 206,Materials Characterization,qa_record,2024-07-31,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1055.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,medium,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0206.md
PKAI-0207,Manufacturing QA maintenance log 207,Manufacturing QA,maintenance_log,2024-08-01,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-009.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,low,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0207.md
PKAI-0208,Equipment Maintenance failure report 208,Equipment Maintenance,failure_report,2024-08-02,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0208.md
PKAI-0209,Failure Analysis validation summary 209,Failure Analysis,validation_summary,2024-08-03,R. Singh,Observed coating uniformity drift during run review. Equipment EQ-011 and material batch MB-2024-1058 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,high,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0209.md
PKAI-0210,Validation Testing parameter change 210,Validation Testing,parameter_change,2024-08-04,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1059.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,high,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0210.md
PKAI-0211,Battery Process Optimization experiment note 211,Battery Process Optimization,experiment_note,2024-08-05,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-013.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0211.md
PKAI-0212,Materials Characterization qa record 212,Materials Characterization,qa_record,2024-08-06,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,low,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0212.md
PKAI-0213,Manufacturing QA maintenance log 213,Manufacturing QA,maintenance_log,2024-08-07,R. Singh,Observed material batch inconsistency during run review. Equipment EQ-015 and material batch MB-2024-1062 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0213.md
PKAI-0214,Equipment Maintenance failure report 214,Equipment Maintenance,failure_report,2024-08-08,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1063.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0214.md
PKAI-0215,Failure Analysis validation summary 215,Failure Analysis,validation_summary,2024-08-09,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-017.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0215.md
PKAI-0216,Validation Testing parameter change 216,Validation Testing,parameter_change,2024-08-10,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,medium,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0216.md
PKAI-0217,Battery Process Optimization experiment note 217,Battery Process Optimization,experiment_note,2024-08-11,R. Singh,Observed coating uniformity drift during run review. Equipment EQ-001 and material batch MB-2024-1066 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,medium,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0217.md
PKAI-0218,Materials Characterization qa record 218,Materials Characterization,qa_record,2024-08-12,M. Chen,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1067.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,high,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0218.md
PKAI-0219,Manufacturing QA maintenance log 219,Manufacturing QA,maintenance_log,2024-08-13,N. Brooks,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-003.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,medium,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0219.md
PKAI-0220,Equipment Maintenance failure report 220,Equipment Maintenance,failure_report,2024-08-14,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,medium,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0220.md
PKAI-0221,Failure Analysis validation summary 221,Failure Analysis,validation_summary,2024-08-15,A. Patel,Observed material batch inconsistency during run review. Equipment EQ-005 and material batch MB-2024-1070 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,low,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0221.md
PKAI-0222,Validation Testing parameter change 222,Validation Testing,parameter_change,2024-08-16,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1071.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,low,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0222.md
PKAI-0223,Battery Process Optimization experiment note 223,Battery Process Optimization,experiment_note,2024-08-17,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-007.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",warning,low,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0223.md
PKAI-0224,Materials Characterization qa record 224,Materials Characterization,qa_record,2024-08-18,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,medium,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0224.md
PKAI-0225,Manufacturing QA maintenance log 225,Manufacturing QA,maintenance_log,2024-08-19,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-009 and material batch MB-2024-1074 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,low,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0225.md
PKAI-0226,Equipment Maintenance failure report 226,Equipment Maintenance,failure_report,2024-08-20,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1000.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",warning,medium,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0226.md
PKAI-0227,Failure Analysis validation summary 227,Failure Analysis,validation_summary,2024-08-21,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-011.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,low,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0227.md
PKAI-0228,Validation Testing parameter change 228,Validation Testing,parameter_change,2024-08-22,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,medium,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0228.md
PKAI-0229,Battery Process Optimization experiment note 229,Battery Process Optimization,experiment_note,2024-08-23,N. Brooks,Observed material batch inconsistency during run review. Equipment EQ-013 and material batch MB-2024-1003 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,medium,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0229.md
PKAI-0230,Materials Characterization qa record 230,Materials Characterization,qa_record,2024-08-24,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1004.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",warning,low,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0230.md
PKAI-0231,Manufacturing QA maintenance log 231,Manufacturing QA,maintenance_log,2024-08-25,N. Brooks,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-015.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0231.md
PKAI-0232,Equipment Maintenance failure report 232,Equipment Maintenance,failure_report,2024-08-26,A. Patel,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0232.md
PKAI-0233,Failure Analysis validation summary 233,Failure Analysis,validation_summary,2024-08-27,J. Rivera,Observed coating uniformity drift during run review. Equipment EQ-017 and material batch MB-2024-1007 were checked against the current validation threshold.,coating uniformity drift,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",failed,medium,"[""coating-uniformity-drift"", ""failure-analysis"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0233.md
PKAI-0234,Validation Testing parameter change 234,Validation Testing,parameter_change,2024-08-28,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1008.,thermal cycling impedance drift,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,high,"[""parameter_change"", ""thermal-cycling-impedance-drift"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0234.md
PKAI-0235,Battery Process Optimization experiment note 235,Battery Process Optimization,experiment_note,2024-08-29,A. Patel,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-001.",increased defect rate,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",passed,low,"[""battery-process-optimization"", ""experiment_note"", ""increased-defect-rate""]",process_notes/battery_process_optimization/experiment_note_0235.md
PKAI-0236,Materials Characterization qa record 236,Materials Characterization,qa_record,2024-08-30,R. Singh,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",failed,low,"[""calibration-offset"", ""materials-characterization"", ""qa_record""]",process_notes/materials_characterization/qa_record_0236.md
PKAI-0237,Manufacturing QA maintenance log 237,Manufacturing QA,maintenance_log,2024-08-31,A. Patel,Observed material batch inconsistency during run review. Equipment EQ-003 and material batch MB-2024-1011 were checked against the current validation threshold.,material batch inconsistency,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,medium,"[""maintenance_log"", ""manufacturing-qa"", ""material-batch-inconsistency""]",process_notes/manufacturing_qa/maintenance_log_0237.md
PKAI-0238,Equipment Maintenance failure report 238,Equipment Maintenance,failure_report,2024-09-01,N. Brooks,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1012.,sensor anomaly,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""sensor-anomaly""]",process_notes/equipment_maintenance/failure_report_0238.md
PKAI-0239,Failure Analysis validation summary 239,Failure Analysis,validation_summary,2024-09-02,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-005.",yield loss,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",warning,medium,"[""failure-analysis"", ""validation_summary"", ""yield-loss""]",process_notes/failure_analysis/validation_summary_0239.md
PKAI-0240,Validation Testing parameter change 240,Validation Testing,parameter_change,2024-09-03,J. Rivera,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",warning,low,"[""parameter_change"", ""validation-testing"", ""validation-threshold-miss""]",process_notes/validation_testing/parameter_change_0240.md
PKAI-0241,Battery Process Optimization experiment note 241,Battery Process Optimization,experiment_note,2024-09-04,N. Brooks,Observed coating uniformity drift during run review. Equipment EQ-007 and material batch MB-2024-1015 were checked against the current validation threshold.,coating uniformity drift,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",warning,medium,"[""battery-process-optimization"", ""coating-uniformity-drift"", ""experiment_note""]",process_notes/battery_process_optimization/experiment_note_0241.md
PKAI-0242,Materials Characterization qa record 242,Materials Characterization,qa_record,2024-09-05,A. Patel,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1016.,thermal cycling impedance drift,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,medium,"[""materials-characterization"", ""qa_record"", ""thermal-cycling-impedance-drift""]",process_notes/materials_characterization/qa_record_0242.md
PKAI-0243,Manufacturing QA maintenance log 243,Manufacturing QA,maintenance_log,2024-09-06,N. Brooks,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-009.",increased defect rate,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,low,"[""increased-defect-rate"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0243.md
PKAI-0244,Equipment Maintenance failure report 244,Equipment Maintenance,failure_report,2024-09-07,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",failed,high,"[""calibration-offset"", ""equipment-maintenance"", ""failure_report""]",process_notes/equipment_maintenance/failure_report_0244.md
PKAI-0245,Failure Analysis validation summary 245,Failure Analysis,validation_summary,2024-09-08,A. Patel,Observed material batch inconsistency during run review. Equipment EQ-011 and material batch MB-2024-1019 were checked against the current validation threshold.,material batch inconsistency,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""material-batch-inconsistency"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0245.md
PKAI-0246,Validation Testing parameter change 246,Validation Testing,parameter_change,2024-09-09,M. Chen,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1020.,sensor anomaly,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",failed,high,"[""parameter_change"", ""sensor-anomaly"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0246.md
PKAI-0247,Battery Process Optimization experiment note 247,Battery Process Optimization,experiment_note,2024-09-10,R. Singh,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-013.",yield loss,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,low,"[""battery-process-optimization"", ""experiment_note"", ""yield-loss""]",process_notes/battery_process_optimization/experiment_note_0247.md
PKAI-0248,Materials Characterization qa record 248,Materials Characterization,qa_record,2024-09-11,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",failed,medium,"[""materials-characterization"", ""qa_record"", ""validation-threshold-miss""]",process_notes/materials_characterization/qa_record_0248.md
PKAI-0249,Manufacturing QA maintenance log 249,Manufacturing QA,maintenance_log,2024-09-12,A. Patel,Observed coating uniformity drift during run review. Equipment EQ-015 and material batch MB-2024-1023 were checked against the current validation threshold.,coating uniformity drift,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",passed,high,"[""coating-uniformity-drift"", ""maintenance_log"", ""manufacturing-qa""]",process_notes/manufacturing_qa/maintenance_log_0249.md
PKAI-0250,Equipment Maintenance failure report 250,Equipment Maintenance,failure_report,2024-09-13,R. Singh,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1024.,thermal cycling impedance drift,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""thermal-cycling-impedance-drift""]",process_notes/equipment_maintenance/failure_report_0250.md
PKAI-0251,Failure Analysis validation summary 251,Failure Analysis,validation_summary,2024-09-14,J. Rivera,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-017.",increased defect rate,"{""batch_solids_pct"": 48.5, ""mix_time_min"": 35, ""viscosity_cp"": 920}",passed,medium,"[""failure-analysis"", ""increased-defect-rate"", ""validation_summary""]",process_notes/failure_analysis/validation_summary_0251.md
PKAI-0252,Validation Testing parameter change 252,Validation Testing,parameter_change,2024-09-15,M. Chen,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,calibration offset,"{""inspection_sample_size"": 120, ""defect_limit_pct"": 2.0, ""validation_threshold"": 0.95}",passed,high,"[""calibration-offset"", ""parameter_change"", ""validation-testing""]",process_notes/validation_testing/parameter_change_0252.md
PKAI-0253,Battery Process Optimization experiment note 253,Battery Process Optimization,experiment_note,2024-09-16,M. Chen,Observed material batch inconsistency during run review. Equipment EQ-001 and material batch MB-2024-1027 were checked against the current validation threshold.,material batch inconsistency,"{""coating_speed_mpm"": 1.8, ""drying_time_min"": 22, ""oven_temp_c"": 82}",failed,high,"[""battery-process-optimization"", ""experiment_note"", ""material-batch-inconsistency""]",process_notes/battery_process_optimization/experiment_note_0253.md
PKAI-0254,Materials Characterization qa record 254,Materials Characterization,qa_record,2024-09-17,J. Rivera,Team adjusted parameter change settings after coating uniformity and defect rate moved outside the expected window for MB-2025-1028.,sensor anomaly,"{""coating_speed_mpm"": 2.1, ""drying_time_min"": 18, ""oven_temp_c"": 88}",passed,low,"[""materials-characterization"", ""qa_record"", ""sensor-anomaly""]",process_notes/materials_characterization/qa_record_0254.md
PKAI-0255,Manufacturing QA maintenance log 255,Manufacturing QA,maintenance_log,2024-09-18,M. Chen,"Thermal cycling showed impedance drift trend. Calibration records, sensor readings, and maintenance notes were compared for EQ-003.",yield loss,"{""thermal_cycles"": 80, ""hold_temp_c"": 55, ""impedance_limit_pct"": 8}",failed,high,"[""maintenance_log"", ""manufacturing-qa"", ""yield-loss""]",process_notes/manufacturing_qa/maintenance_log_0255.md
PKAI-0256,Equipment Maintenance failure report 256,Equipment Maintenance,failure_report,2024-09-19,N. Brooks,Manufacturing QA flagged yield loss and sensor anomalies. Batch variance and material consistency were reviewed before validation signoff.,validation threshold miss,"{""calibration_interval_days"": 14, ""sensor_offset_mv"": 3.2, ""line_pressure_kpa"": 210}",passed,low,"[""equipment-maintenance"", ""failure_report"", ""validation-threshold-miss""]",process_notes/equipment_maintenance/failure_report_0256.md
